Year,NDVI_district,NDVI_district_crop_mask,Obs_yield,Total_production,Total_area,Irrigated_area,Irrigated_production,Unirrigated_area,Unirrigated_production,Simulated_yield,Simulated_yield_sd,Simulated_yield_allyears,Simulated_yield_allyears_sd,Crop,Province,District_id,District_name_ts
2008,0.067333333,0.258656357,3.71797005,446.9,120.2,NaN,NaN,NaN,NaN,3.56,1.2,3.56,1.17,wheat,Sindh,814,Sanghar
2009,0.055333334,0.248965636,3.685970636,451.9,122.6,NaN,NaN,NaN,NaN,3.39,1.16,3.4,1.13,wheat,Sindh,814,Sanghar
2010,0.098333333,0.249697594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.41,1.16,wheat,Sindh,814,Sanghar
2011,0.095333334,0.256843642,3.954940711,500.3,126.5,500.3,126.5,0,0,3.49,1.16,3.53,1.16,wheat,Sindh,814,Sanghar
2012,0.134666664,0.198027491,3.69528416,305.6,82.7,305.6,82.7,0,0,2.5,0.86,2.55,0.98,wheat,Sindh,814,Sanghar
2013,0.111833331,0.242915807,3.18956044,348.3,109.2,348.3,109.2,0,0,3.33,1.1,3.3,1.11,wheat,Sindh,814,Sanghar
2014,0.075666669,0.253127148,3.634920635,389.3,107.1,389.3,107.1,0,0,3.47,1.15,3.47,1.11,wheat,Sindh,814,Sanghar
2015,0.068666667,0.250054983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.42,1.07,wheat,Sindh,814,Sanghar
2016,0.109166666,0.248623711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4,1.14,wheat,Sindh,814,Sanghar
2017,0.102166668,0.251149484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.44,1.15,wheat,Sindh,814,Sanghar
2018,0.099166665,0.239709622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.25,1.12,wheat,Sindh,814,Sanghar
2019,0.0795,0.248946736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4,1.1,wheat,Sindh,814,Sanghar
2020,0.076166667,0.259508591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.58,1.15,wheat,Sindh,814,Sanghar
2021,0.131000001,0.250015464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.42,1.13,wheat,Sindh,814,Sanghar
1982,NaN,NaN,1.950859951,397,203.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Punjab,632,Sargodha
1983,0.251333331,0.292872727,1.871673004,393.8,210.4,NaN,NaN,NaN,NaN,2.02,0.59,2,0.57,wheat,Punjab,632,Sargodha
1984,0.240000005,0.276199999,1.63740458,343.2,209.6,NaN,NaN,NaN,NaN,1.91,0.61,1.87,0.56,wheat,Punjab,632,Sargodha
1985,0.257999986,0.30381818,1.831610044,372,203.1,NaN,NaN,NaN,NaN,2.11,0.6,2.08,0.57,wheat,Punjab,632,Sargodha
1986,0.381999999,0.339854546,1.983108108,410.9,207.2,NaN,NaN,NaN,NaN,2.38,0.65,2.36,0.61,wheat,Punjab,632,Sargodha
1987,0.244666666,0.289230303,1.77751974,382.7,215.3,NaN,NaN,NaN,NaN,2,0.63,1.97,0.56,wheat,Punjab,632,Sargodha
1988,0.277000005,0.31009091,1.925960204,416.2,216.1,NaN,NaN,NaN,NaN,2.15,0.6,2.13,0.58,wheat,Punjab,632,Sargodha
1989,0.320000003,0.305315153,2.055076628,429.1,208.8,NaN,NaN,NaN,NaN,2.11,0.62,2.09,0.6,wheat,Punjab,632,Sargodha
1990,0.349333326,0.347478787,2.085216573,442.9,212.4,NaN,NaN,NaN,NaN,2.44,0.66,2.42,0.6,wheat,Punjab,632,Sargodha
1991,0.298333327,0.311575758,2.081573896,433.8,208.4,NaN,NaN,NaN,NaN,2.15,0.63,2.14,0.58,wheat,Punjab,632,Sargodha
1992,0.258666664,0.300872727,2.162573674,440.3,203.6,NaN,NaN,NaN,NaN,2.06,0.62,2.06,0.59,wheat,Punjab,632,Sargodha
1993,0.340666662,0.313133333,2.043287938,420.1,205.6,NaN,NaN,NaN,NaN,2.17,0.6,2.15,0.59,wheat,Punjab,632,Sargodha
1994,0.281000003,0.265539394,2.09329299,415.1,198.3,NaN,NaN,NaN,NaN,1.73,0.58,1.79,0.57,wheat,Punjab,632,Sargodha
1995,0.339666675,0.338236364,2.175654854,423.6,194.7,NaN,NaN,NaN,NaN,2.36,0.65,2.34,0.62,wheat,Punjab,632,Sargodha
1996,0.327333341,0.33060606,2.284119736,450.2,197.1,NaN,NaN,NaN,NaN,2.3,0.64,2.29,0.59,wheat,Punjab,632,Sargodha
1997,0.327000002,0.306145455,2.050025523,401.6,195.9,NaN,NaN,NaN,NaN,2.11,0.62,2.1,0.58,wheat,Punjab,632,Sargodha
1998,0.343333344,0.359921212,2.188795518,390.7,178.5,NaN,NaN,NaN,NaN,2.55,0.66,2.51,0.62,wheat,Punjab,632,Sargodha
1999,0.319000006,0.321333333,2.096788991,365.68,174.4,NaN,NaN,NaN,NaN,2.23,0.63,2.22,0.61,wheat,Punjab,632,Sargodha
2000,0.349666665,0.310169697,2.529692471,477.1,188.6,NaN,NaN,NaN,NaN,2.12,0.6,2.13,0.59,wheat,Punjab,632,Sargodha
2001,0.352333337,0.318909091,2.492670157,476.1,191,NaN,NaN,NaN,NaN,2.2,0.63,2.2,0.62,wheat,Punjab,632,Sargodha
2002,0.363999993,0.324745454,2.548439182,473.5,185.8,NaN,NaN,NaN,NaN,2.24,0.59,2.24,0.6,wheat,Punjab,632,Sargodha
2003,0.364333342,0.35149091,2.665615142,507,190.2,NaN,NaN,NaN,NaN,2.45,0.68,2.45,0.62,wheat,Punjab,632,Sargodha
2004,0.410333345,0.389854545,2.475542108,490.9,198.3,NaN,NaN,NaN,NaN,2.81,0.71,2.74,0.64,wheat,Punjab,632,Sargodha
2005,0.379666656,0.372169695,2.730806142,569.1,208.4,NaN,NaN,NaN,NaN,2.61,0.69,2.6,0.65,wheat,Punjab,632,Sargodha
2006,0.361666669,0.333545455,2.5291587,529.1,209.2,NaN,NaN,NaN,NaN,2.32,0.63,2.31,0.59,wheat,Punjab,632,Sargodha
2007,0.399666667,0.377375757,2.637330754,545.4,206.8,NaN,NaN,NaN,NaN,2.66,0.69,2.64,0.67,wheat,Punjab,632,Sargodha
2008,0.388333331,0.341454543,2.271317829,468.8,206.4,NaN,NaN,NaN,NaN,2.39,0.65,2.37,0.64,wheat,Punjab,632,Sargodha
2009,0.443333338,0.374193939,2.667412713,595.9,223.4,NaN,NaN,NaN,NaN,2.63,0.7,2.62,0.65,wheat,Punjab,632,Sargodha
2010,0.386999995,0.327860604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.27,0.6,wheat,Punjab,632,Sargodha
2011,0.377333333,0.349890909,2.582914573,565.4,218.9,565.4,218.9,0,0,2.44,0.67,2.43,0.62,wheat,Punjab,632,Sargodha
2012,0.41233333,0.338042424,2.662405303,562.3,211.2,562.3,211.2,0,0,2.35,0.61,2.34,0.6,wheat,Punjab,632,Sargodha
2013,0.295666665,0.351151515,2.742395437,577,210.4,577,210.4,0,0,2.45,0.63,2.44,0.6,wheat,Punjab,632,Sargodha
2014,0.294999997,0.342842425,2.314697926,513.4,221.8,513.4,221.8,0,0,2.4,0.65,2.38,0.61,wheat,Punjab,632,Sargodha
2015,0.258666664,0.345787879,2.307716678,509.89,220.95,509.89,220.95,0,0,2.42,0.65,2.4,0.63,wheat,Punjab,632,Sargodha
2016,0.284000004,0.344254546,2.491224018,539.35,216.5,539.35,216.5,0,0,2.4,0.64,2.39,0.62,wheat,Punjab,632,Sargodha
2017,0.304,0.369242424,2.790076522,572.44,205.17,572.44,205.17,0,0,2.58,0.7,2.58,0.62,wheat,Punjab,632,Sargodha
2018,0.376666665,0.335618182,2.768701856,535.55,193.43,535.18,193.03,0.37,0.4,2.32,0.63,2.32,0.61,wheat,Punjab,632,Sargodha
2019,0.26866667,0.363012123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.53,0.64,wheat,Punjab,632,Sargodha
2020,0.252000004,0.352327273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.45,0.62,wheat,Punjab,632,Sargodha
2021,0.281000003,0.330860605,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.29,0.6,wheat,Punjab,632,Sargodha
1982,NaN,NaN,2.49356665,484.5,194.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Sindh,816,Shaheed Benazirabad
1983,0.103799999,0.13022,2.50776647,468.2,186.7,NaN,NaN,NaN,NaN,2.09,0.41,2.2,0.38,wheat,Sindh,816,Shaheed Benazirabad
1984,0.124800001,0.1752,2.325914149,438.9,188.7,NaN,NaN,NaN,NaN,2.6,0.43,2.59,0.41,wheat,Sindh,816,Shaheed Benazirabad
1985,0.128999993,0.24,2.473435034,470.2,190.1,NaN,NaN,NaN,NaN,3.2,0.45,3.15,0.47,wheat,Sindh,816,Shaheed Benazirabad
1986,0.0602,0.230514999,2.535845107,484.6,191.1,NaN,NaN,NaN,NaN,3.1,0.46,3.07,0.48,wheat,Sindh,816,Shaheed Benazirabad
1987,0.0976,0.20738,2.604663212,502.7,193,NaN,NaN,NaN,NaN,2.88,0.45,2.87,0.45,wheat,Sindh,816,Shaheed Benazirabad
1988,0.089999999,0.16095,2.6375,506.4,192,NaN,NaN,NaN,NaN,2.43,0.42,2.46,0.42,wheat,Sindh,816,Shaheed Benazirabad
1989,0.148199999,0.19002,2.808383234,562.8,200.4,NaN,NaN,NaN,NaN,2.71,0.44,2.72,0.42,wheat,Sindh,816,Shaheed Benazirabad
1990,0.0934,0.17777,2.600802407,518.6,199.4,NaN,NaN,NaN,NaN,2.6,0.43,2.61,0.41,wheat,Sindh,816,Shaheed Benazirabad
1991,0.1082,0.167810001,2.694637537,542.7,201.4,NaN,NaN,NaN,NaN,2.49,0.42,2.52,0.41,wheat,Sindh,816,Shaheed Benazirabad
1992,0.104000001,0.161465,2.767706786,558.8,201.9,NaN,NaN,NaN,NaN,2.42,0.42,2.47,0.4,wheat,Sindh,816,Shaheed Benazirabad
1993,0.1302,0.190905001,2.826185102,250.4,88.6,NaN,NaN,NaN,NaN,2.72,0.43,2.72,0.42,wheat,Sindh,816,Shaheed Benazirabad
1994,0.118400003,0.205739999,2.353205849,209.2,88.9,NaN,NaN,NaN,NaN,2.88,0.42,2.85,0.44,wheat,Sindh,816,Shaheed Benazirabad
1995,0.100666667,NaN,2.767519466,248.8,89.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Sindh,816,Shaheed Benazirabad
1996,0.157199997,0.224345,2.676659529,250,93.4,NaN,NaN,NaN,NaN,3.04,0.43,3.01,0.46,wheat,Sindh,816,Shaheed Benazirabad
1997,0.131400003,0.251555,2.728723404,256.5,94,NaN,NaN,NaN,NaN,3.3,0.46,3.25,0.48,wheat,Sindh,816,Shaheed Benazirabad
1998,0.145000002,0.243735,2.985200846,282.4,94.6,NaN,NaN,NaN,NaN,3.21,0.47,3.18,0.49,wheat,Sindh,816,Shaheed Benazirabad
1999,0.135399997,0.232914999,2.967091295,279.5,94.2,NaN,NaN,NaN,NaN,3.11,0.47,3.09,0.49,wheat,Sindh,816,Shaheed Benazirabad
2000,0.1458,0.215120001,3.359133127,325.5,96.9,NaN,NaN,NaN,NaN,2.93,0.42,2.93,0.46,wheat,Sindh,816,Shaheed Benazirabad
2001,0.133000001,0.215565,3.480867347,272.9,78.4,NaN,NaN,NaN,NaN,2.93,0.43,2.94,0.44,wheat,Sindh,816,Shaheed Benazirabad
2002,0.160600001,0.20858,3.08596713,244.1,79.1,NaN,NaN,NaN,NaN,2.88,0.45,2.88,0.44,wheat,Sindh,816,Shaheed Benazirabad
2003,0.141600001,0.214925001,2.983523447,235.4,78.9,NaN,NaN,NaN,NaN,2.94,0.46,2.93,0.44,wheat,Sindh,816,Shaheed Benazirabad
2004,0.164000002,0.234145001,2.847074468,214.1,75.2,NaN,NaN,NaN,NaN,3.13,0.47,3.1,0.49,wheat,Sindh,816,Shaheed Benazirabad
2005,0.157800001,0.239009999,3.083916084,220.5,71.5,NaN,NaN,NaN,NaN,3.16,0.48,3.14,0.45,wheat,Sindh,816,Shaheed Benazirabad
2006,0.163,0.263990001,3.165289256,229.8,72.6,NaN,NaN,NaN,NaN,3.4,0.5,3.36,0.5,wheat,Sindh,816,Shaheed Benazirabad
2007,0.165199998,0.27616,3.626550868,292.3,80.6,NaN,NaN,NaN,NaN,3.49,0.52,3.46,0.5,wheat,Sindh,816,Shaheed Benazirabad
2008,0.148000002,0.28879,3.600278552,258.5,71.8,NaN,NaN,NaN,NaN,3.62,0.54,3.57,0.52,wheat,Sindh,816,Shaheed Benazirabad
2009,0.175199997,0.298160001,3.585806452,277.9,77.5,NaN,NaN,NaN,NaN,3.71,0.57,3.65,0.54,wheat,Sindh,816,Shaheed Benazirabad
2010,0.160000002,0.285169999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.54,0.54,wheat,Sindh,816,Shaheed Benazirabad
2011,0.155999997,0.30266,4.400234742,374.9,85.2,368.4,79,6.5,6.2,3.64,0.52,3.69,0.57,wheat,Sindh,816,Shaheed Benazirabad
2012,0.145799997,0.28581,3.975292588,305.7,76.9,301.7,71.8,4,5.1,3.55,0.53,3.54,0.53,wheat,Sindh,816,Shaheed Benazirabad
2013,0.151799998,0.288135,3.824667473,316.3,82.7,312.3,78,4,4.7,3.59,0.54,3.56,0.54,wheat,Sindh,816,Shaheed Benazirabad
2014,0.153200001,0.28623,4.014251781,338,84.2,333.4,79.1,4.6,5.1,3.55,0.53,3.55,0.53,wheat,Sindh,816,Shaheed Benazirabad
2015,0.131,0.276664999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.47,0.53,wheat,Sindh,816,Shaheed Benazirabad
2016,0.140399998,0.27391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.44,0.5,wheat,Sindh,816,Shaheed Benazirabad
2017,0.134,0.287095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.56,0.52,wheat,Sindh,816,Shaheed Benazirabad
2018,0.154200003,0.27831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.48,0.51,wheat,Sindh,816,Shaheed Benazirabad
2019,0.147799999,0.29339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.61,0.54,wheat,Sindh,816,Shaheed Benazirabad
2020,0.163000003,0.298815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.66,0.54,wheat,Sindh,816,Shaheed Benazirabad
2021,0.164200002,0.297369999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.64,0.56,wheat,Sindh,816,Shaheed Benazirabad
1982,NaN,NaN,1.493333333,358.4,240,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Punjab,633,Sheikhupura
1983,0.322999999,0.374678572,1.805327869,440.5,244,NaN,NaN,NaN,NaN,2.06,0.66,2.04,0.64,wheat,Punjab,633,Sheikhupura
1984,0.288000003,0.311857143,1.519847973,359.9,236.8,NaN,NaN,NaN,NaN,1.22,0.68,1.29,0.59,wheat,Punjab,633,Sheikhupura
1985,0.289499998,0.335553571,1.579150579,368.1,233.1,NaN,NaN,NaN,NaN,1.56,0.68,1.57,0.62,wheat,Punjab,633,Sheikhupura
1986,0.53549999,0.374714286,2.107910751,519.6,246.5,NaN,NaN,NaN,NaN,2.04,0.68,2.04,0.63,wheat,Punjab,633,Sheikhupura
1987,0.3785,0.343625,1.087899093,276,253.7,NaN,NaN,NaN,NaN,1.73,0.61,1.67,0.62,wheat,Punjab,633,Sheikhupura
1988,0.3715,0.360803572,1.724180328,420.7,244,NaN,NaN,NaN,NaN,1.89,0.69,1.87,0.66,wheat,Punjab,633,Sheikhupura
1989,0.403999999,0.371714285,2.014196242,482.4,239.5,NaN,NaN,NaN,NaN,2.01,0.69,2,0.66,wheat,Punjab,633,Sheikhupura
1990,0.391000003,0.400017856,1.872897927,478.9,255.7,NaN,NaN,NaN,NaN,2.37,0.66,2.34,0.66,wheat,Punjab,633,Sheikhupura
1991,0.377000004,0.367142857,1.800078709,457.4,254.1,NaN,NaN,NaN,NaN,1.96,0.68,1.95,0.64,wheat,Punjab,633,Sheikhupura
1992,0.446999997,0.373517858,2.126136813,537.7,252.9,NaN,NaN,NaN,NaN,2.02,0.68,2.03,0.65,wheat,Punjab,633,Sheikhupura
1993,0.388999999,0.382392857,1.998428291,508.6,254.5,NaN,NaN,NaN,NaN,2.14,0.66,2.13,0.66,wheat,Punjab,633,Sheikhupura
1994,0.449499995,0.358553572,1.98817501,504.4,253.7,NaN,NaN,NaN,NaN,1.84,0.69,1.85,0.64,wheat,Punjab,633,Sheikhupura
1995,0.428500012,0.415339287,2.248283753,589.5,262.2,NaN,NaN,NaN,NaN,2.55,0.71,2.52,0.7,wheat,Punjab,633,Sheikhupura
1996,0.509499997,0.393285716,2.134491878,565,264.7,NaN,NaN,NaN,NaN,2.28,0.68,2.26,0.67,wheat,Punjab,633,Sheikhupura
1997,0.49149999,0.38567857,2.292151709,610.4,266.3,NaN,NaN,NaN,NaN,2.17,0.67,2.17,0.66,wheat,Punjab,633,Sheikhupura
1998,0.491999999,0.386142856,2.297338403,604.2,263,NaN,NaN,NaN,NaN,2.18,0.68,2.18,0.65,wheat,Punjab,633,Sheikhupura
1999,0.468499988,0.421964289,2.287937318,627.81,274.4,NaN,NaN,NaN,NaN,2.63,0.72,2.6,0.72,wheat,Punjab,633,Sheikhupura
2000,0.509499997,0.399339285,2.693788607,784.97,291.4,NaN,NaN,NaN,NaN,2.33,0.67,2.33,0.68,wheat,Punjab,633,Sheikhupura
2001,0.473000005,0.407249998,2.94490818,882,299.5,NaN,NaN,NaN,NaN,2.43,0.67,2.43,0.66,wheat,Punjab,633,Sheikhupura
2002,0.489999995,0.413339288,2.665990534,788.6,295.8,NaN,NaN,NaN,NaN,2.51,0.71,2.5,0.7,wheat,Punjab,633,Sheikhupura
2003,0.44600001,0.409821427,2.586311531,767.1,296.6,NaN,NaN,NaN,NaN,2.47,0.7,2.46,0.66,wheat,Punjab,633,Sheikhupura
2004,0.453500003,0.416678571,2.728547579,817.2,299.5,NaN,NaN,NaN,NaN,2.55,0.69,2.54,0.7,wheat,Punjab,633,Sheikhupura
2005,0.463499993,0.448892858,2.902795839,892.9,307.6,NaN,NaN,NaN,NaN,2.95,0.78,2.92,0.73,wheat,Punjab,633,Sheikhupura
2006,0.445999995,0.408928568,2.904063205,514.6,177.2,NaN,NaN,NaN,NaN,2.45,0.67,2.45,0.71,wheat,Punjab,633,Sheikhupura
2007,0.479000002,0.45192857,2.658823529,452,170,NaN,NaN,NaN,NaN,3.01,0.73,2.96,0.74,wheat,Punjab,633,Sheikhupura
2008,0.414999992,0.430821428,2.462557604,427.5,173.6,NaN,NaN,NaN,NaN,2.74,0.71,2.71,0.71,wheat,Punjab,633,Sheikhupura
2009,0.486000001,0.459750001,2.671513193,496.1,185.7,NaN,NaN,NaN,NaN,3.12,0.76,3.05,0.71,wheat,Punjab,633,Sheikhupura
2010,0.420999989,0.418642856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.56,0.68,wheat,Punjab,633,Sheikhupura
2011,0.431000009,0.454625001,3.038565022,677.6,223,677.6,223,0,0,3.02,0.75,2.99,0.73,wheat,Punjab,633,Sheikhupura
2012,0.436000004,0.468875001,2.870362287,657.6,229.1,657.6,229.1,0,0,3.23,0.76,3.16,0.74,wheat,Punjab,633,Sheikhupura
2013,0.418000013,0.449714285,3.047597461,672.3,220.6,672.3,220.6,0,0,2.95,0.74,2.93,0.71,wheat,Punjab,633,Sheikhupura
2014,0.445500001,0.447446427,3.062999113,690.4,225.4,690.4,225.4,0,0,2.92,0.74,2.91,0.71,wheat,Punjab,633,Sheikhupura
2015,0.434999987,0.441875,3.211580087,712.2,221.76,712.2,221.76,0,0,2.84,0.72,2.84,0.69,wheat,Punjab,633,Sheikhupura
2016,0.423000008,0.428410714,2.878591331,630.21,218.93,630.21,218.93,0,0,2.69,0.71,2.68,0.69,wheat,Punjab,633,Sheikhupura
2017,0.423499987,0.454732143,3.172738398,674.08,212.46,674.08,212.46,0,0,3.01,0.77,2.99,0.69,wheat,Punjab,633,Sheikhupura
2018,0.396500006,0.437017856,3.233718463,685.71,212.05,685.71,212.05,0,0,2.78,0.67,2.78,0.72,wheat,Punjab,633,Sheikhupura
2019,0.366999999,0.452500002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.97,0.72,wheat,Punjab,633,Sheikhupura
2020,0.380999997,0.440910715,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.83,0.69,wheat,Punjab,633,Sheikhupura
2021,0.358500004,0.407946429,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.44,0.69,wheat,Punjab,633,Sheikhupura
1982,NaN,NaN,1.161290323,21.6,18.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Sindh,817,Shikarpur
1983,0.168666666,0.198180555,1.247191011,22.2,17.8,NaN,NaN,NaN,NaN,0.72,1.19,0.8,1.21,wheat,Sindh,817,Shikarpur
1984,0.237666667,0.207902777,1.292134831,23,17.8,NaN,NaN,NaN,NaN,0.96,1.26,1,1.26,wheat,Sindh,817,Shikarpur
1985,0.214999999,0.229444445,1.273809524,32.1,25.2,NaN,NaN,NaN,NaN,1.44,1.25,1.44,1.28,wheat,Sindh,817,Shikarpur
1986,0.24999999,0.227305555,1.361111111,34.3,25.2,NaN,NaN,NaN,NaN,1.39,1.16,1.39,1.28,wheat,Sindh,817,Shikarpur
1987,0.249333332,0.233152778,1.015873016,25.6,25.2,NaN,NaN,NaN,NaN,1.53,1.23,1.51,1.32,wheat,Sindh,817,Shikarpur
1988,0.201333334,0.238305555,0.843137255,21.5,25.5,NaN,NaN,NaN,NaN,1.65,1.18,1.61,1.3,wheat,Sindh,817,Shikarpur
1989,0.296666662,0.218111111,0.893129771,23.4,26.2,NaN,NaN,NaN,NaN,1.22,1.19,1.21,1.27,wheat,Sindh,817,Shikarpur
1990,0.300000002,0.227152778,0.837301587,21.1,25.2,NaN,NaN,NaN,NaN,1.41,1.2,1.39,1.26,wheat,Sindh,817,Shikarpur
1991,0.284666667,0.214555555,0.947169811,25.1,26.5,NaN,NaN,NaN,NaN,1.14,1.19,1.13,1.22,wheat,Sindh,817,Shikarpur
1992,0.24,0.209541666,0.996240602,26.5,26.6,NaN,NaN,NaN,NaN,1.03,1.22,1.03,1.23,wheat,Sindh,817,Shikarpur
1993,0.288333337,0.237597223,1.333333333,36.4,27.3,NaN,NaN,NaN,NaN,1.61,1.21,1.6,1.25,wheat,Sindh,817,Shikarpur
1994,0.246999999,0.244222222,1.283687943,36.2,28.2,NaN,NaN,NaN,NaN,1.76,1.26,1.73,1.32,wheat,Sindh,817,Shikarpur
1995,0.291333338,0.25076389,1.469314079,40.7,27.7,NaN,NaN,NaN,NaN,1.89,1.25,1.87,1.31,wheat,Sindh,817,Shikarpur
1996,0.236999998,0.237319444,1.463087248,43.6,29.8,NaN,NaN,NaN,NaN,1.6,1.24,1.59,1.29,wheat,Sindh,817,Shikarpur
1997,0.213666668,0.233916666,1.582236842,48.1,30.4,NaN,NaN,NaN,NaN,1.53,1.21,1.53,1.29,wheat,Sindh,817,Shikarpur
1998,0.243666664,0.252430554,1.640127389,51.5,31.4,NaN,NaN,NaN,NaN,1.92,1.31,1.9,1.34,wheat,Sindh,817,Shikarpur
1999,0.237666667,0.274791668,1.663522013,52.9,31.8,NaN,NaN,NaN,NaN,2.44,1.29,2.35,1.39,wheat,Sindh,817,Shikarpur
2000,0.255999992,0.264902777,1.978593272,64.7,32.7,NaN,NaN,NaN,NaN,2.18,1.3,2.15,1.41,wheat,Sindh,817,Shikarpur
2001,0.191333334,0.226680555,1.305785124,31.6,24.2,NaN,NaN,NaN,NaN,1.38,1.26,1.38,1.25,wheat,Sindh,817,Shikarpur
2002,0.241999999,0.240444445,1.262948207,31.7,25.1,NaN,NaN,NaN,NaN,1.68,1.22,1.66,1.29,wheat,Sindh,817,Shikarpur
2003,0.193000004,0.249250001,1.289361702,30.3,23.5,NaN,NaN,NaN,NaN,1.87,1.22,1.84,1.36,wheat,Sindh,817,Shikarpur
2004,0.18233333,0.202374999,1.364341085,35.2,25.8,NaN,NaN,NaN,NaN,0.81,1.2,0.89,1.22,wheat,Sindh,817,Shikarpur
2005,0.221000001,0.255694445,2.153846154,58.8,27.3,NaN,NaN,NaN,NaN,1.97,1.21,1.97,1.36,wheat,Sindh,817,Shikarpur
2006,0.240333334,0.240541667,2.590163934,79,30.5,NaN,NaN,NaN,NaN,1.63,1.2,1.66,1.36,wheat,Sindh,817,Shikarpur
2007,0.285666664,0.275833333,3.245033113,98,30.2,NaN,NaN,NaN,NaN,2.31,1.34,2.37,1.46,wheat,Sindh,817,Shikarpur
2008,0.236000001,0.251138888,2.775700935,89.1,32.1,NaN,NaN,NaN,NaN,1.85,1.22,1.87,1.32,wheat,Sindh,817,Shikarpur
2009,0.23133333,0.24063889,2.817891374,88.2,31.3,NaN,NaN,NaN,NaN,1.63,1.12,1.66,1.31,wheat,Sindh,817,Shikarpur
2010,0.222666666,0.254125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.94,1.33,wheat,Sindh,817,Shikarpur
2011,0.279333333,0.305472221,2.946327684,104.3,35.4,101.2,32.2,3.2,3.3,3.03,1.51,2.97,1.49,wheat,Sindh,817,Shikarpur
2012,0.241666665,0.263097222,2.684210526,96.9,36.1,94.6,33.3,2.4,2.8,2.1,1.3,2.12,1.4,wheat,Sindh,817,Shikarpur
2013,0.267666658,0.290180555,2.745856354,99.4,36.2,97.8,34.2,1.6,2,2.68,1.43,2.66,1.45,wheat,Sindh,817,Shikarpur
2014,0.270000001,0.287083334,2.794444444,100.6,36,99,34,1.6,2,2.6,1.49,2.6,1.44,wheat,Sindh,817,Shikarpur
2015,0.26333334,0.279180555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.44,1.44,wheat,Sindh,817,Shikarpur
2016,0.281999995,0.27451389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.35,1.38,wheat,Sindh,817,Shikarpur
2017,0.265000006,0.277083334,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4,1.41,wheat,Sindh,817,Shikarpur
2018,0.260999997,0.274513888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.35,1.35,wheat,Sindh,817,Shikarpur
2019,0.281666666,0.297916667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.82,1.46,wheat,Sindh,817,Shikarpur
2020,0.281666666,0.288472223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.63,1.43,wheat,Sindh,817,Shikarpur
2021,0.276666666,0.290916666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.68,1.5,wheat,Sindh,817,Shikarpur
1982,NaN,NaN,1.100959829,309.7,281.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,wheat,Punjab,634,Sialkot
1983,0.395999998,0.39003448,1.333101288,383,287.3,NaN,NaN,NaN,NaN,2.02,0.95,2,0.98,wheat,Punjab,634,Sialkot
